text,PreprocessedText,Words,Tag
@UpdatesChennai @ChennaiFlights @ChennaiRains @praddy06 @ChennaiRmc @IMDWeather Update on traffic as of 7:45 pm. Severe outlook for rain in the next 12 hrs. Expecting Rain to cross 25 cm in the night.  #ChennaiRains #Chennai #chennaifloods,UpdatesChennai ChennaiFlights ChennaiRains praddy ChennaiRmc IMDWeather Update on traffic as ofpm Severe outlook for rain in the nexthrs Expecting Rain to crosscm in the nightChennaiRains Chennai chennaifloods,rains,O
#chennai city has descended into chaos. #chennaifloods @chennaicorp,chennai city has descended into chaos chennaifloods chennaicorp,chennai city,B-geo
#chennai city has descended into chaos. #chennaifloods @chennaicorp,chennai city has descended into chaos chennaifloods chennaicorp,descended,O
#chennai city has descended into chaos. #chennaifloods @chennaicorp,chennai city has descended into chaos chennaifloods chennaicorp,chaos,O
#chennai city has descended into chaos. #chennaifloods @chennaicorp,chennai city has descended into chaos chennaifloods chennaicorp,chennaicorp,O
#chennai city has descended into chaos. #chennaifloods @chennaicorp,chennai city has descended into chaos chennaifloods chennaicorp,chennaifloods,O
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,chennaifloods,O
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,entire,O
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,arumbakkam,B-geo
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,flooded,O
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,flow out,O
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,nowhere,O
#chennaifloods entire arumbakkam is flooded.. there is no way for water to flow out.. it's been two hrs since the rain stopped.. the water has nowhere to flow out,chennaifloods entire arumbakkam is flooded there is no way for water to flow out its been two hrs since the rain stopped the water has nowhere to flow out,water,O
"#ChennaiRain
#HeavyRains has caused #waterlogging &amp; #Traffic congestion in several parts of #Chennai. 

A #RedAlert has been issued in Chennai &amp; surrounding districts of #Kanchipuram, #Thiruvallur &amp; #Chinglepet, as per the state government. @CMOTamilnadu
#TamilNadu #chennaifloods https://t.co/KPq5sC3zwA",ChennaiRainHeavyRains has caused waterlogging amp Traffic congestion in several parts of Chennai A RedAlert has been issued in Chennai amp surrounding districts of Kanchipuram Thiruvallur amp Chinglepet as per the state government CMOTamilnaduTamilNadu chennaifloods httpstcoKPqsCzwA,Traffic congestion,O
"#ChennaiRain
#HeavyRains has caused #waterlogging &amp; #Traffic congestion in several parts of #Chennai. 

A #RedAlert has been issued in Chennai &amp; surrounding districts of #Kanchipuram, #Thiruvallur &amp; #Chinglepet, as per the state government. @CMOTamilnadu
#TamilNadu #chennaifloods https://t.co/KPq5sC3zwA",ChennaiRainHeavyRains has caused waterlogging amp Traffic congestion in several parts of Chennai A RedAlert has been issued in Chennai amp surrounding districts of Kanchipuram Thiruvallur amp Chinglepet as per the state government CMOTamilnaduTamilNadu chennaifloods httpstcoKPqsCzwA,Kanchipuram,B-geo
"#ChennaiRain
#HeavyRains has caused #waterlogging &amp; #Traffic congestion in several parts of #Chennai. 

A #RedAlert has been issued in Chennai &amp; surrounding districts of #Kanchipuram, #Thiruvallur &amp; #Chinglepet, as per the state government. @CMOTamilnadu
#TamilNadu #chennaifloods https://t.co/KPq5sC3zwA",ChennaiRainHeavyRains has caused waterlogging amp Traffic congestion in several parts of Chennai A RedAlert has been issued in Chennai amp surrounding districts of Kanchipuram Thiruvallur amp Chinglepet as per the state government CMOTamilnaduTamilNadu chennaifloods httpstcoKPqsCzwA,Thiruvallur,B-geo
"#ChennaiRain
#HeavyRains has caused #waterlogging &amp; #Traffic congestion in several parts of #Chennai. 

A #RedAlert has been issued in Chennai &amp; surrounding districts of #Kanchipuram, #Thiruvallur &amp; #Chinglepet, as per the state government. @CMOTamilnadu
#TamilNadu #chennaifloods https://t.co/KPq5sC3zwA",ChennaiRainHeavyRains has caused waterlogging amp Traffic congestion in several parts of Chennai A RedAlert has been issued in Chennai amp surrounding districts of Kanchipuram Thiruvallur amp Chinglepet as per the state government CMOTamilnaduTamilNadu chennaifloods httpstcoKPqsCzwA,Chenglepet,B-geo
"#ChennaiRain
#HeavyRains has caused #waterlogging &amp; #Traffic congestion in several parts of #Chennai. 

A #RedAlert has been issued in Chennai &amp; surrounding districts of #Kanchipuram, #Thiruvallur &amp; #Chinglepet, as per the state government. @CMOTamilnadu
#TamilNadu #chennaifloods https://t.co/KPq5sC3zwA",ChennaiRainHeavyRains has caused waterlogging amp Traffic congestion in several parts of Chennai A RedAlert has been issued in Chennai amp surrounding districts of Kanchipuram Thiruvallur amp Chinglepet as per the state government CMOTamilnaduTamilNadu chennaifloods httpstcoKPqsCzwA,Chinglepet,B-geo
"#ChennaiRain
#HeavyRains has caused #waterlogging &amp; #Traffic congestion in several parts of #Chennai. 

A #RedAlert has been issued in Chennai &amp; surrounding districts of #Kanchipuram, #Thiruvallur &amp; #Chinglepet, as per the state government. @CMOTamilnadu
#TamilNadu #chennaifloods https://t.co/KPq5sC3zwA",ChennaiRainHeavyRains has caused waterlogging amp Traffic congestion in several parts of Chennai A RedAlert has been issued in Chennai amp surrounding districts of Kanchipuram Thiruvallur amp Chinglepet as per the state government CMOTamilnaduTamilNadu chennaifloods httpstcoKPqsCzwA,ChengalPet,B-geo
"#ChennaiRain #chennaifloods 
Semma rains in Chennai 
City crosses 200 mm 
South Chennai crosses 100 mm 
In just few hrs..
Cloud burst 
Thunder 
Lighting 
Crossed 2015 rains 
Now may cross 2005 too ...",ChennaiRain chennaifloods Semma rains in Chennai City crossesmm South Chennai crossesmm In just few hrsCloud burst Thunder Lighting Crossedrains Now may crosstoo,South Chennai,B-geo
"#ChennaiRain | #Chennai wakes up to waterlogged streets following heavy rains on Thursday; over 200 mm rainfall recorded in northern parts of the city, says IMD.

More updates here.

#tamilnadu #TamilNaduRains

https://t.co/BlmfR7IdzO",ChennaiRainChennai wakes up to waterlogged streets following heavy rains on Thursday overmm rainfall recorded in northern parts of the city says IMDMore updates heretamilnadu TamilNaduRainshttpstcoBlmfRIdzO,Northern parts,B-geo
"#ChennaiRain Rain holiday declared for Schools, Colleges, non essential govt offices in Chennai, Thiruvallur, Kanchipuram and Chengalpattu districts. #Chennai
#ChennaiRains2021
#chennaifloods",ChennaiRain Rain holiday declared for Schools Colleges non essential govt offices in Chennai Thiruvallur Kanchipuram and Chengalpattu districts ChennaiChennaiRainschennaifloods,Chengalpattu,B-geo
"#ChennaiRain Rain holiday declared for Schools, Colleges, non essential govt offices in Chennai, Thiruvallur, Kanchipuram and Chengalpattu districts. #Chennai
#ChennaiRains2021
#chennaifloods",ChennaiRain Rain holiday declared for Schools Colleges non essential govt offices in Chennai Thiruvallur Kanchipuram and Chengalpattu districts ChennaiChennaiRainschennaifloods,Kanchipuram,B-geo
"#ChennaiRain Rain holiday declared for Schools, Colleges, non essential govt offices in Chennai, Thiruvallur, Kanchipuram and Chengalpattu districts. #Chennai
#ChennaiRains2021
#chennaifloods",ChennaiRain Rain holiday declared for Schools Colleges non essential govt offices in Chennai Thiruvallur Kanchipuram and Chengalpattu districts ChennaiChennaiRainschennaifloods,Thiruvallur,B-geo
"#ChennaiRain Rain holiday declared for Schools, Colleges, non essential govt offices in Chennai, Thiruvallur, Kanchipuram and Chengalpattu districts. #Chennai
#ChennaiRains2021
#chennaifloods",ChennaiRain Rain holiday declared for Schools Colleges non essential govt offices in Chennai Thiruvallur Kanchipuram and Chengalpattu districts ChennaiChennaiRainschennaifloods,Chennai,B-geo
"#ChennaiRains: Massive traffic jam near #RajBhavan, Chennai due to continuous downpour

📸 @manivasagan_ 

#Chennai #chennaitraffic #chennaiweather #chennaifloods https://t.co/5X3CkvVYGS",ChennaiRains Massive traffic jam near RajBhavan Chennai due to continuous downpour manivasagan Chennai chennaitraffic chennaiweather chennaifloods httpstcoXCkvVYGS,Massive traffic,O
"#ChennaiRains: Massive traffic jam near #RajBhavan, Chennai due to continuous downpour

📸 @manivasagan_ 

#Chennai #chennaitraffic #chennaiweather #chennaifloods https://t.co/5X3CkvVYGS",ChennaiRains Massive traffic jam near RajBhavan Chennai due to continuous downpour manivasagan Chennai chennaitraffic chennaiweather chennaifloods httpstcoXCkvVYGS,traffic jam,O
"#ChennaiRains: Massive traffic jam near #RajBhavan, Chennai due to continuous downpour

📸 @manivasagan_ 

#Chennai #chennaitraffic #chennaiweather #chennaifloods https://t.co/5X3CkvVYGS",ChennaiRains Massive traffic jam near RajBhavan Chennai due to continuous downpour manivasagan Chennai chennaitraffic chennaiweather chennaifloods httpstcoXCkvVYGS,RajBhavan,B-geo
"#ChennaiRains: Massive traffic jam near #RajBhavan, Chennai due to continuous downpour

📸 @manivasagan_ 

#Chennai #chennaitraffic #chennaiweather #chennaifloods https://t.co/5X3CkvVYGS",ChennaiRains Massive traffic jam near RajBhavan Chennai due to continuous downpour manivasagan Chennai chennaitraffic chennaiweather chennaifloods httpstcoXCkvVYGS,Raj Bhavan,B-geo
"#ChennaiRains: Massive traffic jam near #RajBhavan, Chennai due to continuous downpour

📸 @manivasagan_ 

#Chennai #chennaitraffic #chennaiweather #chennaifloods https://t.co/5X3CkvVYGS",ChennaiRains Massive traffic jam near RajBhavan Chennai due to continuous downpour manivasagan Chennai chennaitraffic chennaiweather chennaifloods httpstcoXCkvVYGS,Raj-Bhavan,B-geo
"#ChennaiRains: Massive traffic jam near #RajBhavan, Chennai due to continuous downpour

📸 @manivasagan_ 

#Chennai #chennaitraffic #chennaiweather #chennaifloods https://t.co/5X3CkvVYGS",ChennaiRains Massive traffic jam near RajBhavan Chennai due to continuous downpour manivasagan Chennai chennaitraffic chennaiweather chennaifloods httpstcoXCkvVYGS,manivasgan,B-geo
#Flooding #rain lashed #Chennai and suburbs. #Numgambakkam recorded 177 mm and #Minambakkam 131 mm during last 12 hours. #ChennaiFloods #chennairains @SkymetWeather,Flooding rain lashed Chennai and suburbs Numgambakkam recordedmm and Minambakkammm during lasthours ChennaiFloods chennairains SkymetWeather,lashed,O
#Flooding #rain lashed #Chennai and suburbs. #Numgambakkam recorded 177 mm and #Minambakkam 131 mm during last 12 hours. #ChennaiFloods #chennairains @SkymetWeather,Flooding rain lashed Chennai and suburbs Numgambakkam recordedmm and Minambakkammm during lasthours ChennaiFloods chennairains SkymetWeather,suburbs,O
#Flooding #rain lashed #Chennai and suburbs. #Numgambakkam recorded 177 mm and #Minambakkam 131 mm during last 12 hours. #ChennaiFloods #chennairains @SkymetWeather,Flooding rain lashed Chennai and suburbs Numgambakkam recordedmm and Minambakkammm during lasthours ChennaiFloods chennairains SkymetWeather,Nungambakkam,B-geo
#Flooding #rain lashed #Chennai and suburbs. #Numgambakkam recorded 177 mm and #Minambakkam 131 mm during last 12 hours. #ChennaiFloods #chennairains @SkymetWeather,Flooding rain lashed Chennai and suburbs Numgambakkam recordedmm and Minambakkammm during lasthours ChennaiFloods chennairains SkymetWeather,Minambakkam,B-geo
"#Nungampakkam already got excess rains this January  with 30 mm..Avg around 25 mm..
Rains with breaks to continue to #Chennai &amp; other coastal areas in #TN for next 2 days in #Tamilnadu.Then around #Pongal.
Spot the diff between Elnino years (2015-16) and Lanina years(2021-22)",Nungampakkam already got excess rains this JanuarywithmmAvg aroundmmRains with breaks to continue to Chennai amp other coastal areas in TN for nextdays in TamilnaduThen around PongalSpot the diff between Elnino yearsand Lanina years,Nungampakkam,B-geo
"#TamilNaduRains: Red Alert In #Chennai ; IMD Predicts Heavy Rainfall In TN, Puducherry For Next 5 Days

#chennairains #ChennaiRain #ChennaiRains2021 #Puducherry

https://t.co/bNoQgmloZB",TamilNaduRains Red Alert In ChennaiIMD Predicts Heavy Rainfall In TN Puducherry For NextDayschennairains ChennaiRain ChennaiRains PuducherryhttpstcobNoQgmloZB,Puducherry,B-geo
"#TamilNaduRains: Red Alert In #Chennai ; IMD Predicts Heavy Rainfall In TN, Puducherry For Next 5 Days

#chennairains #ChennaiRain #ChennaiRains2021 #Puducherry

https://t.co/bNoQgmloZB",TamilNaduRains Red Alert In ChennaiIMD Predicts Heavy Rainfall In TN Puducherry For NextDayschennairains ChennaiRain ChennaiRains PuducherryhttpstcobNoQgmloZB,Pondicherry,B-geo
"#WestMambalam 
#ChennaiFloods due to 
#ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/3BNhkszwE0",WestMambalam ChennaiFloods due to ChennaiRains Photo News Credits MambalamTimes httpstcoBNhkszwE,WestMambalam,B-geo
"#WestMambalam 
#ChennaiFloods due to 
#ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/3BNhkszwE0",WestMambalam ChennaiFloods due to ChennaiRains Photo News Credits MambalamTimes httpstcoBNhkszwE,Mambalam,B-geo
"#WestMambalam 
#ChennaiFloods due to 
#ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/3BNhkszwE0",WestMambalam ChennaiFloods due to ChennaiRains Photo News Credits MambalamTimes httpstcoBNhkszwE,Mambalamtimes,O
"#WestMambalam 
#ChennaiFloods due to 
#ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/3BNhkszwE0",WestMambalam ChennaiFloods due to ChennaiRains Photo News Credits MambalamTimes httpstcoBNhkszwE,Mambalam Times,O
2nd day - Relentless heavy rains for the last one hour and more  in kelambakkam @ChennaiRains @chennaiweather @praddy06 #Chennai #chennairains #ChennaiRain https://t.co/DfB3VHB6EV,nd dayRelentless heavy rains for the last one hour and morein kelambakkam ChennaiRains chennaiweather praddy Chennai chennairains ChennaiRain httpstcoDfBVHBEV,kelambakkam,B-geo
2nd day - Relentless heavy rains for the last one hour and more  in kelambakkam @ChennaiRains @chennaiweather @praddy06 #Chennai #chennairains #ChennaiRain https://t.co/DfB3VHB6EV,nd dayRelentless heavy rains for the last one hour and morein kelambakkam ChennaiRains chennaiweather praddy Chennai chennairains ChennaiRain httpstcoDfBVHBEV,kelampakkam,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,MRCnagar,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,nandanam,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,Meenambakkam,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,Meenampakkam,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,chennaiairport,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,Chennai airport,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,Chidambaram,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,Nungambakkam,B-geo
"30.12.21 evening 4:00 PM
Till now , 
#MRCnagar , #Chennai - 94 mm
#nandanam - 47 mm
#Meenambakkam ( #chennaiairport) - 43 mm
#Chidambaram - 35 mm
#Nungambakkam - 26 mm
#Tirur - 22 mm

Enjoy the rain....
#chennairains
#ChennaiRains #TNRains #heavyrain #chennaifloods #tamilnadurain https://t.co/Ppno4Hft6o",eveningPMTill nowMRCnagarChennai9 mmnandanammmMeenambakkamchennaiairportmmChidambarammmNungambakkammmTirurmmEnjoy the rainchennairainsChennaiRains TNRains heavyrain chennaifloods tamilnadurain httpstcoPpnoHfto,Nungampakkam,B-geo
"A day after #Chennai was pounded by heavy rains, traffic jams persisted in parts of the city. A scene near Ashok Pillar on Friday
#ChennaiRains2021 
Photos: M. Vedhan/The Hindu https://t.co/gkgaSqXNw1",A day after Chennai was pounded by heavy rains traffic jams persisted in parts of the city A scene near Ashok Pillar on FridayChennaiRains Photos M VedhanThe Hindu httpstcogkgaSqXNw,Ashok pillar,B-geo
"According to @IMDWeather, the highest rainfall of 17.65 cm was recorded in MRC Nagar, while  it rained 14.65 cm and 10 cm in Nungambakkam and Meenambakkam respectively. #Chennai #chennaifloods
#chennaitraffic https://t.co/ZfE4hSluj3",According to IMDWeather the highest rainfall ofcm was recorded in MRC Nagar whileit rainedcm andcm in Nungambakkam and Meenambakkam respectively Chennai chennaifloodschennaitraffic httpstcoZfEhSluj,MRC Nagar,B-geo
An intense #HeavyRain event in &amp; around #Chennai caused commuters to get stuck for several hours on arterial roads in Chennai yesterday due to waterlogging. The #Nungambakkam station recorded more than 20mm of rainfall in two 15-minute intervals. #extremeweather #chennaifloods https://t.co/wZDKz1UbDE,An intense HeavyRain event in amp around Chennai caused commuters to get stuck for several hours on arterial roads in Chennai yesterday due to waterlogging The Nungambakkam station recorded more than mm of rainfall in two minute intervals extremeweather chennaifloods httpstcowZDKzUbDE,Nungambakkam station,B-geo
"As #Chennai went through another major flooding, the importance of the Pallikarnai marsh came to the fore once again.

https://t.co/4BjpwKBQPa",As Chennai went through another major flooding the importance of the Pallikarnai marsh came to the fore once againhttpstcoBjpwKBQPa,pallikaranai,B-geo
"As #Chennai went through another major flooding, the importance of the Pallikarnai marsh came to the fore once again.

https://t.co/4BjpwKBQPa",As Chennai went through another major flooding the importance of the Pallikarnai marsh came to the fore once againhttpstcoBjpwKBQPa,Pallikaranai marsh,B-geo
"As #Chennai went through another major flooding, the importance of the Pallikarnai marsh came to the fore once again.

https://t.co/4BjpwKBQPa",As Chennai went through another major flooding the importance of the Pallikarnai marsh came to the fore once againhttpstcoBjpwKBQPa,marsh,O
"As Chennai and its suburbs received heavy rains for the past two days, the Water Resources Department (WRD) increased the outflow from Puzhal lake to 3,000 cusecs of water.

#Chennai #Puzhal #Heavyrains #ChennaiRains #ChennaiRains2021 
https://t.co/7VkYFHlxUg",As Chennai and its suburbs received heavy rains for the past two days the Water Resources Department WRD increased the outflow from Puzhal lake tocusecs of waterChennai Puzhal Heavyrains ChennaiRains ChennaiRains httpstcoVkYFHlxUg,puzhal lake,B-geo
"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",As of noonlocations in the city continue to be inundated with Royapuram Thiru Vi ka nagar and Kodambakkam reporting more thanlocations chennai rains waterinundation waterstagnation flooding,noonlocations,O
"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",As of noonlocations in the city continue to be inundated with Royapuram Thiru Vi ka nagar and Kodambakkam reporting more thanlocations chennai rains waterinundation waterstagnation flooding,Royapuram,B-geo
"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",As of noonlocations in the city continue to be inundated with Royapuram Thiru Vi ka nagar and Kodambakkam reporting more thanlocations chennai rains waterinundation waterstagnation flooding,locations,O
"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",As of noonlocations in the city continue to be inundated with Royapuram Thiru Vi ka nagar and Kodambakkam reporting more thanlocations chennai rains waterinundation waterstagnation flooding,Thiru Vi ka nagar,B-geo
"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",As of noonlocations in the city continue to be inundated with Royapuram Thiru Vi ka nagar and Kodambakkam reporting more thanlocations chennai rains waterinundation waterstagnation flooding,Kodambakkam,B-geo
"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",As of noonlocations in the city continue to be inundated with Royapuram Thiru Vi ka nagar and Kodambakkam reporting more thanlocations chennai rains waterinundation waterstagnation flooding,Kodampakkam,B-geo
Ashok Nagar 18th Avenue #chennairains #chennaifloods Posted as received in WhatsApp https://t.co/oB6oIzPmNS,Ashok Nagar th Avenue chennairains chennaifloods Posted as received in WhatsApp httpstcooBoIzPmNS,Ashok nagar,B-geo
Ashok Nagar 18th Avenue #chennairains #chennaifloods Posted as received in WhatsApp https://t.co/oB6oIzPmNS,Ashok Nagar th Avenue chennairains chennaifloods Posted as received in WhatsApp httpstcooBoIzPmNS,18th avenue,B-geo
Ashok Nagar 18th Avenue #chennairains #chennaifloods Posted as received in WhatsApp https://t.co/oB6oIzPmNS,Ashok Nagar th Avenue chennairains chennaifloods Posted as received in WhatsApp httpstcooBoIzPmNS,Posted,O
"At #VRmall , #Chennai earlier today... False ceiling broke out due to water leakage! #ChennaiRains 
#ChennaiFloods
#chennairains https://t.co/nwDvb1uHyL",At VRmallChennai earlier today False ceiling broke out due to water leakage ChennaiRains ChennaiFloodschennairains httpstconwDvbuHyL,VRmall,B-geo
"At #VRmall , #Chennai earlier today... False ceiling broke out due to water leakage! #ChennaiRains 
#ChennaiFloods
#chennairains https://t.co/nwDvb1uHyL",At VRmallChennai earlier today False ceiling broke out due to water leakage ChennaiRains ChennaiFloodschennairains httpstconwDvbuHyL,earlier,O
"At #VRmall , #Chennai earlier today... False ceiling broke out due to water leakage! #ChennaiRains 
#ChennaiFloods
#chennairains https://t.co/nwDvb1uHyL",At VRmallChennai earlier today False ceiling broke out due to water leakage ChennaiRains ChennaiFloodschennairains httpstconwDvbuHyL,False ceiling,O
"At #VRmall , #Chennai earlier today... False ceiling broke out due to water leakage! #ChennaiRains 
#ChennaiFloods
#chennairains https://t.co/nwDvb1uHyL",At VRmallChennai earlier today False ceiling broke out due to water leakage ChennaiRains ChennaiFloodschennairains httpstconwDvbuHyL,ceiling broke,O
"At #VRmall , #Chennai earlier today... False ceiling broke out due to water leakage! #ChennaiRains 
#ChennaiFloods
#chennairains https://t.co/nwDvb1uHyL",At VRmallChennai earlier today False ceiling broke out due to water leakage ChennaiRains ChennaiFloodschennairains httpstconwDvbuHyL,water leakage,O
"Chennai turned into Venice with 6 hours of Rain, with more expected over the next 2 days! 
Atlantis.... Here we come!
#chennairains #ChennaiRain #Chennai 
#flood #ChennaiFloods",Chennai turned into Venice withhours of Rain with more expected over the nextdays Atlantis Here we comechennairains ChennaiRain Chennai flood ChennaiFloods,Chennai,B-geo
"Chennai turned into Venice with 6 hours of Rain, with more expected over the next 2 days! 
Atlantis.... Here we come!
#chennairains #ChennaiRain #Chennai 
#flood #ChennaiFloods",Chennai turned into Venice withhours of Rain with more expected over the nextdays Atlantis Here we comechennairains ChennaiRain Chennai flood ChennaiFloods,Venice,O
